"Country","Vaccine","Year","Coverage"
"CapeVerde","BCG","2006",0.7000000000000001
"CapeVerde","BCG","2007",0.86
"CapeVerde","BCG","2008",0.8
"CapeVerde","BCG","2009",0.76
"CapeVerde","BCG","2010",0.99
"CapeVerde","BCG","2011",0.99
"CapeVerde","BCG","2012",0.99
"CapeVerde","BCG","2013",0.9400000000000001
"CapeVerde","BCG","2014",0.99
"CapeVerde","BCG","2015",0.9400000000000001
"CapeVerde","BCG","2016",0.96
"CapeVerde","BCG","2017",0.98
"CapeVerde","BCG","2018",0.96
"Cambodia","BCG","1987",0.68
"Cambodia","BCG","1988",0.59
"Cambodia","BCG","1989",0.6900000000000001
"Cambodia","BCG","1990",0.51
"Cambodia","BCG","1991",0.56
"Cambodia","BCG","1992",0.5
"Cambodia","BCG","1993",0.5700000000000001
"Cambodia","BCG","1994",0.78
"Cambodia","BCG","1995",0.9500000000000001
"Cambodia","BCG","1996",0.9
"Cambodia","BCG","1997",0.8200000000000001
"Cambodia","BCG","1998",0.76
"Cambodia","BCG","1999",0.78
"Cambodia","BCG","2000",0.81
"Cambodia","BCG","2001",0.64
"Cambodia","BCG","2002",0.63
"Cambodia","BCG","2003",0.76
"Cambodia","BCG","2004",0.9500000000000001
"Cambodia","BCG","2005",0.87
"Cambodia","BCG","2006",0.87
"Cambodia","BCG","2007",0.9
"Cambodia","BCG","2008",0.98
"Cambodia","BCG","2009",0.99
"Cambodia","BCG","2010",0.9400000000000001
"Cambodia","BCG","2011",0.99
"Cambodia","BCG","2012",0.99
"Cambodia","BCG","2013",0.93
"Cambodia","BCG","2014",0.99
"Cambodia","BCG","2015",0.99
"Cambodia","BCG","2016",0.99
"Cambodia","BCG","2017",0.98
"Cambodia","BCG","2018",0.9
"Cameroon","BCG","1981",0.08
"Cameroon","BCG","1983",0.46
"Cameroon","BCG","1984",0.49
"Cameroon","BCG","1988",0.26
"Cameroon","BCG","1989",0.3
"Cameroon","BCG","1990",0.52
"Cameroon","BCG","1991",0.48
"Cameroon","BCG","1992",0.52
"Cameroon","BCG","1993",0.41000000000000003
"Cameroon","BCG","1994",0.53
"Cameroon","BCG","1995",0.54
"Cameroon","BCG","1996",0.55
"Cameroon","BCG","1997",0.53
"Cameroon","BCG","1998",0.63
"Cameroon","BCG","1999",0.66
"Cameroon","BCG","2000",0.6900000000000001
"Cameroon","BCG","2001",0.66
"Cameroon","BCG","2002",0.76
"Cameroon","BCG","2003",0.8200000000000001
"Cameroon","BCG","2004",0.8300000000000001
"Cameroon","BCG","2005",0.77
"Cameroon","BCG","2006",0.85
"Cameroon","BCG","2007",0.81
"Cameroon","BCG","2008",0.86
"Cameroon","BCG","2009",0.79
"Cameroon","BCG","2010",0.8300000000000001
"Cameroon","BCG","2011",0.8
"Cameroon","BCG","2012",0.81
"Cameroon","BCG","2013",0.8200000000000001
"Cameroon","BCG","2014",0.8200000000000001
"Cameroon","BCG","2015",0.74
"Cameroon","BCG","2016",0.7000000000000001
"Cameroon","BCG","2017",0.91
"Cameroon","BCG","2018",0.88
"CentralAfricanRepublic","BCG","1980",0.17
"CentralAfricanRepublic","BCG","1981",0.26
"CentralAfricanRepublic","BCG","1982",0.24
"CentralAfricanRepublic","BCG","1983",0.29
"CentralAfricanRepublic","BCG","1984",0.32
"CentralAfricanRepublic","BCG","1985",0.34
"CentralAfricanRepublic","BCG","1986",0.37
"CentralAfricanRepublic","BCG","1987",0.35000000000000003
"CentralAfricanRepublic","BCG","1988",0.53
"CentralAfricanRepublic","BCG","1989",0.86
"CentralAfricanRepublic","BCG","1990",0.93
"CentralAfricanRepublic","BCG","1991",0.8200000000000001
"CentralAfricanRepublic","BCG","1992",0.47000000000000003
"CentralAfricanRepublic","BCG","1994",0.63
"CentralAfricanRepublic","BCG","1995",0.54
"CentralAfricanRepublic","BCG","1996",0.9400000000000001
"CentralAfricanRepublic","BCG","1997",0.9400000000000001
"CentralAfricanRepublic","BCG","1998",0.53
"CentralAfricanRepublic","BCG","1999",0.54
"CentralAfricanRepublic","BCG","2000",0.47000000000000003
"CentralAfricanRepublic","BCG","2001",0.38
"CentralAfricanRepublic","BCG","2002",0.66
"CentralAfricanRepublic","BCG","2003",0.55
"CentralAfricanRepublic","BCG","2004",0.6900000000000001
"CentralAfricanRepublic","BCG","2005",0.59
"CentralAfricanRepublic","BCG","2006",0.85
"CentralAfricanRepublic","BCG","2007",0.9
"CentralAfricanRepublic","BCG","2008",0.7000000000000001
"CentralAfricanRepublic","BCG","2009",0.87
"CentralAfricanRepublic","BCG","2010",0.64
"CentralAfricanRepublic","BCG","2011",0.6900000000000001
"CentralAfricanRepublic","BCG","2012",0.61
"CentralAfricanRepublic","BCG","2013",0.39
"CentralAfricanRepublic","BCG","2014",0.5
"CentralAfricanRepublic","BCG","2015",0.56
"CentralAfricanRepublic","BCG","2016",0.62
"CentralAfricanRepublic","BCG","2017",0.58
"CentralAfricanRepublic","BCG","2018",0.77
"Chad","BCG","1987",0.32
"Chad","BCG","1988",0.33
"Chad","BCG","1989",0.47000000000000003
"Chad","BCG","1991",0.4
"Chad","BCG","1992",0.34
"Chad","BCG","1993",0.34
"Chad","BCG","1994",0.43
"Chad","BCG","1995",0.43
"Chad","BCG","1996",0.41000000000000003
"Chad","BCG","1997",0.45
"Chad","BCG","1998",0.43
"Chad","BCG","1999",0.5700000000000001
"Chad","BCG","2000",0.5
"Chad","BCG","2001",0.44
"Chad","BCG","2002",0.67
"Chad","BCG","2003",0.72
"Chad","BCG","2004",0.38
"Chad","BCG","2005",0.71
"Chad","BCG","2006",0.85
"Chad","BCG","2007",0.72
"Chad","BCG","2008",0.5700000000000001
"Chad","BCG","2009",0.72
"Chad","BCG","2010",0.84
"Chad","BCG","2011",0.79
"Chad","BCG","2012",0.79
"Chad","BCG","2013",0.8300000000000001
"Chad","BCG","2014",0.85
"Chad","BCG","2015",0.96
"Chad","BCG","2016",0.75
"Chad","BCG","2017",0.6
"Chad","BCG","2018",0.51
"Chile","BCG","1980",0.96
"Chile","BCG","1981",0.96
"Chile","BCG","1982",0.9400000000000001
"Chile","BCG","1983",0.92
"Chile","BCG","1984",0.9500000000000001
"Chile","BCG","1985",0.96
"Chile","BCG","1986",0.96
"Chile","BCG","1987",0.97
"Chile","BCG","1988",0.98
"Chile","BCG","1989",0.97
"Chile","BCG","1990",0.9400000000000001
"Chile","BCG","1991",0.99
"Chile","BCG","1992",0.99
"Chile","BCG","1993",0.97
"Chile","BCG","1994",0.99
"Chile","BCG","1995",0.97
"Chile","BCG","1996",0.99
"Chile","BCG","1997",0.92
"Chile","BCG","1998",0.92
"Chile","BCG","1999",0.9500000000000001
"Chile","BCG","2000",0.93
"Chile","BCG","2001",0.98
"Chile","BCG","2002",0.96
"Chile","BCG","2003",0.9500000000000001
"Chile","BCG","2004",0.9500000000000001
"Chile","BCG","2005",0.9500000000000001
"Chile","BCG","2006",0.98
"Chile","BCG","2007",0.98
"Chile","BCG","2008",0.99
"Chile","BCG","2009",0.9500000000000001
"Chile","BCG","2010",0.96
"Chile","BCG","2011",0.91
"Chile","BCG","2012",0.92
"Chile","BCG","2013",0.98
"Chile","BCG","2014",0.98
"Chile","BCG","2015",0.93
"Chile","BCG","2016",0.97
"Chile","BCG","2017",0.96
"Chile","BCG","2018",0.96
"China","BCG","1983",0.34
"China","BCG","1984",0.5
"China","BCG","1985",0.5
"China","BCG","1986",0.79
"China","BCG","1987",0.7000000000000001
"China","BCG","1988",0.85
"China","BCG","1989",0.98
"China","BCG","1990",0.99
"China","BCG","1991",0.96
"China","BCG","1992",0.9400000000000001
"China","BCG","1993",0.93
"China","BCG","1994",0.9400000000000001
"China","BCG","1995",0.92
"China","BCG","1996",0.97
"China","BCG","1997",0.96
"China","BCG","1998",0.96
"China","BCG","1999",0.98
"China","BCG","2000",0.85
"China","BCG","2001",0.77
"China","BCG","2002",0.98
"China","BCG","2003",0.98
"China","BCG","2004",0.99
"China","BCG","2005",0.86
"China","BCG","2006",0.92
"China","BCG","2007",0.9400000000000001
"China","BCG","2008",0.97
"China","BCG","2009",0.99
"China","BCG","2010",0.99
"China","BCG","2011",0.99
"China","BCG","2012",0.99
"China","BCG","2013",0.99
"China","BCG","2014",0.99
"China","BCG","2015",0.99
"China","BCG","2016",0.99
"China","BCG","2017",0.99
"China","BCG","2018",0.99
"Colombia","BCG","1980",0.45
"Colombia","BCG","1981",0.5700000000000001
"Colombia","BCG","1982",0.66
"Colombia","BCG","1983",0.79
"Colombia","BCG","1984",0.6900000000000001
"Colombia","BCG","1985",0.76
"Colombia","BCG","1986",0.7000000000000001
"Colombia","BCG","1987",0.8
"Colombia","BCG","1988",0.99
"Colombia","BCG","1989",0.9400000000000001
"Colombia","BCG","1990",0.9500000000000001
"Colombia","BCG","1991",0.9500000000000001
"Colombia","BCG","1992",0.88
"Colombia","BCG","1993",0.9400000000000001
"Colombia","BCG","1994",0.96
"Colombia","BCG","1995",0.99
"Colombia","BCG","1996",0.99
"Colombia","BCG","1997",0.98
"Colombia","BCG","1998",0.85
"Colombia","BCG","1999",0.8
"Colombia","BCG","2000",0.91
"Colombia","BCG","2001",0.87
"Colombia","BCG","2002",0.87
"Colombia","BCG","2003",0.97
"Colombia","BCG","2004",0.92
"Colombia","BCG","2005",0.9400000000000001
"Colombia","BCG","2006",0.96
"Colombia","BCG","2007",0.93
"Colombia","BCG","2008",0.93
"Colombia","BCG","2009",0.9
"Colombia","BCG","2010",0.84
"Colombia","BCG","2011",0.8300000000000001
"Colombia","BCG","2012",0.89
"Colombia","BCG","2013",0.85
"Colombia","BCG","2014",0.89
"Colombia","BCG","2015",0.9
"Colombia","BCG","2016",0.88
"Colombia","BCG","2017",0.91
"Colombia","BCG","2018",0.89
"Comoros","BCG","1984",0.56
"Comoros","BCG","1986",0.73
"Comoros","BCG","1987",0.97
"Comoros","BCG","1988",0.72
"Comoros","BCG","1989",0.9500000000000001
"Comoros","BCG","1990",0.99
"Comoros","BCG","1991",0.71
"Comoros","BCG","1992",0.81
"Comoros","BCG","1993",0.85
"Comoros","BCG","1994",0.9400000000000001
"Comoros","BCG","1995",0.9500000000000001
"Comoros","BCG","1996",0.55
"Comoros","BCG","1997",0.55
"Comoros","BCG","1998",0.84
"Comoros","BCG","2000",0.9
"Comoros","BCG","2001",0.9
"Comoros","BCG","2002",0.9
"Comoros","BCG","2003",0.79
"Comoros","BCG","2004",0.79
"Comoros","BCG","2005",0.8
"Comoros","BCG","2006",0.84
"Comoros","BCG","2007",0.77
"Comoros","BCG","2008",0.81
"Comoros","BCG","2009",0.8
"Comoros","BCG","2010",0.77
"Comoros","BCG","2011",0.9
"Comoros","BCG","2012",0.79
"Comoros","BCG","2013",0.78
"Comoros","BCG","2014",0.76
"Comoros","BCG","2015",0.73
"Comoros","BCG","2016",0.9400000000000001
"Comoros","BCG","2017",0.9400000000000001
"Comoros","BCG","2018",0.9400000000000001
"RepublicCongo","BCG","1981",0.92
"RepublicCongo","BCG","1983",0.9
"RepublicCongo","BCG","1984",0.8
"RepublicCongo","BCG","1985",0.89
"RepublicCongo","BCG","1986",0.86
"RepublicCongo","BCG","1987",0.74
"RepublicCongo","BCG","1988",0.68
"RepublicCongo","BCG","1989",0.8300000000000001
"RepublicCongo","BCG","1990",0.86
"RepublicCongo","BCG","1991",0.8300000000000001
"RepublicCongo","BCG","1992",0.75
"RepublicCongo","BCG","1993",0.63
"RepublicCongo","BCG","1995",0.5
"RepublicCongo","BCG","1996",0.58
"RepublicCongo","BCG","1997",0.29
"RepublicCongo","BCG","1999",0.39
"RepublicCongo","BCG","2000",0.5
"RepublicCongo","BCG","2001",0.53
"RepublicCongo","BCG","2002",0.51
"RepublicCongo","BCG","2003",0.6
"RepublicCongo","BCG","2004",0.85
"RepublicCongo","BCG","2005",0.73
"RepublicCongo","BCG","2006",0.84
"RepublicCongo","BCG","2007",0.86
"RepublicCongo","BCG","2008",0.93
"RepublicCongo","BCG","2009",0.9
"RepublicCongo","BCG","2010",0.9500000000000001
"RepublicCongo","BCG","2011",0.9500000000000001
"RepublicCongo","BCG","2012",0.92
"RepublicCongo","BCG","2013",0.92
"RepublicCongo","BCG","2014",0.9500000000000001
"RepublicCongo","BCG","2015",0.85
"RepublicCongo","BCG","2016",0.8200000000000001
"RepublicCongo","BCG","2017",0.9
"RepublicCongo","BCG","2018",0.88
"CookIslands","BCG","1980",0.29
"CookIslands","BCG","1983",0.74
"CookIslands","BCG","1984",0.6
"CookIslands","BCG","1985",0.99
"CookIslands","BCG","1986",0.87
"CookIslands","BCG","1987",0.89
"CookIslands","BCG","1988",0.9
"CookIslands","BCG","1989",0.9400000000000001
"CookIslands","BCG","1990",0.99
"CookIslands","BCG","1991",0.96
"CookIslands","BCG","1992",0.9400000000000001
"CookIslands","BCG","1993",0.9400000000000001
"CookIslands","BCG","1994",0.99
"CookIslands","BCG","1995",0.96
"CookIslands","BCG","1996",0.9
"CookIslands","BCG","1997",0.85
"CookIslands","BCG","1998",0.98
"CookIslands","BCG","1999",0.97
"CookIslands","BCG","2000",0.99
"CookIslands","BCG","2001",0.98
"CookIslands","BCG","2002",0.98
"CookIslands","BCG","2003",0.99
"CookIslands","BCG","2004",0.99
"CookIslands","BCG","2005",0.99
"CookIslands","BCG","2006",0.99
"CookIslands","BCG","2007",0.99
"CookIslands","BCG","2008",0.99
"CookIslands","BCG","2009",0.99
"CookIslands","BCG","2010",0.99
"CookIslands","BCG","2011",0.98
"CookIslands","BCG","2012",0.98
"CookIslands","BCG","2013",0.98
"CookIslands","BCG","2014",0.99
"CookIslands","BCG","2015",0.99
"CookIslands","BCG","2016",0.99
"CookIslands","BCG","2017",0.99
"CookIslands","BCG","2018",0.99
"CostaRica","BCG","1980",0.8
"CostaRica","BCG","1981",0.81
"CostaRica","BCG","1982",0.81
"CostaRica","BCG","1983",0.8300000000000001
"CostaRica","BCG","1984",0.86
"CostaRica","BCG","1985",0.8200000000000001
"CostaRica","BCG","1986",0.79
"CostaRica","BCG","1987",0.8300000000000001
"CostaRica","BCG","1988",0.86
"CostaRica","BCG","1989",0.89
"CostaRica","BCG","1990",0.92
"CostaRica","BCG","1991",0.81
"CostaRica","BCG","1992",0.9400000000000001
"CostaRica","BCG","1993",0.98
"CostaRica","BCG","1994",0.9400000000000001
"CostaRica","BCG","1995",0.99
"CostaRica","BCG","1996",0.92
"CostaRica","BCG","1997",0.8200000000000001
"CostaRica","BCG","1998",0.87
"CostaRica","BCG","1999",0.89
"CostaRica","BCG","2000",0.92
"CostaRica","BCG","2001",0.87
"CostaRica","BCG","2002",0.91
"CostaRica","BCG","2003",0.87
"CostaRica","BCG","2004",0.9
"CostaRica","BCG","2005",0.88
"CostaRica","BCG","2006",0.87
"CostaRica","BCG","2007",0.91
"CostaRica","BCG","2008",0.86
"CostaRica","BCG","2009",0.81
"CostaRica","BCG","2010",0.79
"CostaRica","BCG","2011",0.78
"CostaRica","BCG","2012",0.78
"CostaRica","BCG","2013",0.79
"CostaRica","BCG","2014",0.8
"CostaRica","BCG","2015",0.8300000000000001
"CostaRica","BCG","2016",0.89
"CostaRica","BCG","2017",0.9
"CostaRica","BCG","2018",0.92
"IvoryCoast","BCG","1989",0.47000000000000003
"IvoryCoast","BCG","1991",0.65
"IvoryCoast","BCG","1992",0.51
"IvoryCoast","BCG","1993",0.53
"IvoryCoast","BCG","1994",0.44
"IvoryCoast","BCG","1995",0.49
"IvoryCoast","BCG","1996",0.68
"IvoryCoast","BCG","1997",0.73
"IvoryCoast","BCG","1998",0.71
"IvoryCoast","BCG","1999",0.74
"IvoryCoast","BCG","2000",0.76
"IvoryCoast","BCG","2001",0.72
"IvoryCoast","BCG","2002",0.89
"IvoryCoast","BCG","2003",0.62
"IvoryCoast","BCG","2004",0.51
"IvoryCoast","BCG","2005",0.61
"IvoryCoast","BCG","2006",0.77
"IvoryCoast","BCG","2007",0.9400000000000001
"IvoryCoast","BCG","2008",0.91
"IvoryCoast","BCG","2009",0.9500000000000001
"IvoryCoast","BCG","2010",0.91
"IvoryCoast","BCG","2011",0.74
"IvoryCoast","BCG","2012",0.99
"IvoryCoast","BCG","2013",0.9
"IvoryCoast","BCG","2014",0.84
"IvoryCoast","BCG","2015",0.79
"IvoryCoast","BCG","2016",0.9500000000000001
"IvoryCoast","BCG","2017",0.93
"IvoryCoast","BCG","2018",0.98
"Croatia","BCG","1988",0.98
"Croatia","BCG","1989",0.97
"Croatia","BCG","1990",0.98
"Croatia","BCG","1991",0.97
"Croatia","BCG","1992",0.92
"Croatia","BCG","1993",0.98
"Croatia","BCG","1994",0.98
"Croatia","BCG","1995",0.99
"Croatia","BCG","1996",0.99
"Croatia","BCG","1997",0.98
"Croatia","BCG","1998",0.97
"Croatia","BCG","1999",0.96
"Croatia","BCG","2000",0.98
"Croatia","BCG","2001",0.97
"Croatia","BCG","2002",0.99
"Croatia","BCG","2003",0.98
"Croatia","BCG","2004",0.98
"Croatia","BCG","2005",0.98
"Croatia","BCG","2006",0.99
"Croatia","BCG","2007",0.99
"Croatia","BCG","2008",0.99
"Croatia","BCG","2009",0.99
"Croatia","BCG","2010",0.99
"Croatia","BCG","2011",0.99
"Croatia","BCG","2012",0.99
"Croatia","BCG","2013",0.99
"Croatia","BCG","2014",0.98
"Croatia","BCG","2015",0.99
"Croatia","BCG","2016",0.99
"Croatia","BCG","2017",0.98
"Croatia","BCG","2018",0.98
"Cuba","BCG","1980",0.99
"Cuba","BCG","1981",0.97
"Cuba","BCG","1982",0.97
"Cuba","BCG","1983",0.96
"Cuba","BCG","1984",0.97
"Cuba","BCG","1985",0.98
"Cuba","BCG","1986",0.98
"Cuba","BCG","1987",0.96
"Cuba","BCG","1988",0.99
"Cuba","BCG","1989",0.98
"Cuba","BCG","1990",0.98
"Cuba","BCG","1991",0.98
"Cuba","BCG","1992",0.98
"Cuba","BCG","1993",0.97
"Cuba","BCG","1994",0.99
"Cuba","BCG","1995",0.99
"Cuba","BCG","1996",0.99
"Cuba","BCG","1997",0.99
"Cuba","BCG","1998",0.99
"Cuba","BCG","1999",0.99
"Cuba","BCG","2000",0.99
"Cuba","BCG","2001",0.99
"Cuba","BCG","2002",0.99
"Cuba","BCG","2003",0.98
"Cuba","BCG","2004",0.99
"Cuba","BCG","2005",0.99
"Cuba","BCG","2006",0.99
"Cuba","BCG","2007",0.99
"Cuba","BCG","2008",0.99
"Cuba","BCG","2009",0.99
"Cuba","BCG","2010",0.99
"Cuba","BCG","2011",0.99
"Cuba","BCG","2012",1.
"Cuba","BCG","2013",0.99
"Cuba","BCG","2014",0.99
"Cuba","BCG","2015",0.99
"Cuba","BCG","2016",0.99
"Cuba","BCG","2017",0.99
"Cuba","BCG","2018",0.99
"CzechRepublic","BCG","1991",0.98
"CzechRepublic","BCG","1992",0.98
"CzechRepublic","BCG","1993",0.98
"CzechRepublic","BCG","1994",0.9500000000000001
"CzechRepublic","BCG","1995",0.9500000000000001
"CzechRepublic","BCG","1996",0.96
"CzechRepublic","BCG","1997",0.97
"CzechRepublic","BCG","1998",0.98
"CzechRepublic","BCG","1999",0.98
"CzechRepublic","BCG","2000",0.99
"CzechRepublic","BCG","2001",0.98
"CzechRepublic","BCG","2002",0.97
"CzechRepublic","BCG","2003",0.99
"CzechRepublic","BCG","2004",0.99
"CzechRepublic","BCG","2005",0.99
"CzechRepublic","BCG","2006",0.99
"CzechRepublic","BCG","2007",0.99
"CzechRepublic","BCG","2008",0.99
"NorthKorea","BCG","1977",0.84
"NorthKorea","BCG","1978",0.5700000000000001
"NorthKorea","BCG","1979",0.5
"NorthKorea","BCG","1980",0.5
"NorthKorea","BCG","1981",0.52
"NorthKorea","BCG","1982",0.51
"NorthKorea","BCG","1983",0.52
"NorthKorea","BCG","1984",0.49
"NorthKorea","BCG","1985",0.51
"NorthKorea","BCG","1986",0.53
"NorthKorea","BCG","1987",0.96
"NorthKorea","BCG","1988",0.98
"NorthKorea","BCG","1989",0.99
"NorthKorea","BCG","1990",0.99
"NorthKorea","BCG","1991",0.99
"NorthKorea","BCG","1992",0.99
"NorthKorea","BCG","1993",0.99
"NorthKorea","BCG","1994",0.99
"NorthKorea","BCG","1995",0.99
"NorthKorea","BCG","1996",0.99
"NorthKorea","BCG","1997",0.99
"NorthKorea","BCG","1998",0.64
"NorthKorea","BCG","1999",0.8200000000000001
"NorthKorea","BCG","2000",0.8200000000000001
"NorthKorea","BCG","2001",0.8200000000000001
"NorthKorea","BCG","2002",0.97
"NorthKorea","BCG","2003",0.88
"NorthKorea","BCG","2004",0.9500000000000001
"NorthKorea","BCG","2005",0.9400000000000001
"NorthKorea","BCG","2006",0.96
"NorthKorea","BCG","2007",0.96
"NorthKorea","BCG","2008",0.97
"NorthKorea","BCG","2009",0.98
"NorthKorea","BCG","2010",0.98
"NorthKorea","BCG","2011",0.98
"NorthKorea","BCG","2012",0.98
"NorthKorea","BCG","2013",0.98
"NorthKorea","BCG","2014",0.98
"NorthKorea","BCG","2015",0.97
"NorthKorea","BCG","2016",0.97
"NorthKorea","BCG","2017",0.98
"NorthKorea","BCG","2018",0.96
"DemocraticRepublicCongo","BCG","1977",0.66
"DemocraticRepublicCongo","BCG","1978",0.59
"DemocraticRepublicCongo","BCG","1979",0.59
"DemocraticRepublicCongo","BCG","1980",0.5700000000000001
"DemocraticRepublicCongo","BCG","1981",0.61
"DemocraticRepublicCongo","BCG","1982",0.62
"DemocraticRepublicCongo","BCG","1983",0.65
"DemocraticRepublicCongo","BCG","1984",0.62
"DemocraticRepublicCongo","BCG","1985",0.6900000000000001
"DemocraticRepublicCongo","BCG","1986",0.51
"DemocraticRepublicCongo","BCG","1987",0.5700000000000001
"DemocraticRepublicCongo","BCG","1988",0.59
"DemocraticRepublicCongo","BCG","1989",0.55
"DemocraticRepublicCongo","BCG","1990",0.46
"DemocraticRepublicCongo","BCG","1991",0.21
"DemocraticRepublicCongo","BCG","1993",0.43
"DemocraticRepublicCongo","BCG","1994",0.38
"DemocraticRepublicCongo","BCG","1995",0.34
"DemocraticRepublicCongo","BCG","1996",0.25
"DemocraticRepublicCongo","BCG","1997",0.25
"DemocraticRepublicCongo","BCG","1998",0.25
"DemocraticRepublicCongo","BCG","1999",0.3
"DemocraticRepublicCongo","BCG","2000",0.5700000000000001
"DemocraticRepublicCongo","BCG","2001",0.45
"DemocraticRepublicCongo","BCG","2002",0.55
"DemocraticRepublicCongo","BCG","2003",0.68
"DemocraticRepublicCongo","BCG","2004",0.78
"DemocraticRepublicCongo","BCG","2005",0.84
"DemocraticRepublicCongo","BCG","2006",0.87
"DemocraticRepublicCongo","BCG","2007",0.9400000000000001
"DemocraticRepublicCongo","BCG","2008",0.89
"DemocraticRepublicCongo","BCG","2009",0.9500000000000001
"DemocraticRepublicCongo","BCG","2010",0.96
"DemocraticRepublicCongo","BCG","2011",0.77
"DemocraticRepublicCongo","BCG","2012",0.88
"DemocraticRepublicCongo","BCG","2013",0.9500000000000001
"DemocraticRepublicCongo","BCG","2014",0.9
"DemocraticRepublicCongo","BCG","2015",0.86
"DemocraticRepublicCongo","BCG","2016",0.92
"DemocraticRepublicCongo","BCG","2017",0.92
"DemocraticRepublicCongo","BCG","2018",0.9500000000000001
"Denmark","BCG","1981",0.9500000000000001
"Denmark","BCG","1982",0.9500000000000001
"Denmark","BCG","1983",0.85
"Denmark","BCG","1984",0.85
"Djibouti","BCG","1982",0.05
"Djibouti","BCG","1984",0.66
"Djibouti","BCG","1985",0.58
"Djibouti","BCG","1986",0.38
"Djibouti","BCG","1987",0.42
"Djibouti","BCG","1988",0.87
"Djibouti","BCG","1989",0.8
"Djibouti","BCG","1990",0.9500000000000001
"Djibouti","BCG","1991",0.81
"Djibouti","BCG","1992",0.84
"Djibouti","BCG","1993",0.51
"Djibouti","BCG","1994",0.58
"Djibouti","BCG","1995",0.76
"Djibouti","BCG","1996",0.58
"Djibouti","BCG","1997",0.67
"Djibouti","BCG","1998",0.35000000000000003
"Djibouti","BCG","1999",0.26
"Djibouti","BCG","2000",0.34
"Djibouti","BCG","2001",0.38
"Djibouti","BCG","2002",0.52
"Djibouti","BCG","2003",0.63
"Djibouti","BCG","2004",0.78
"Djibouti","BCG","2005",0.52
"Djibouti","BCG","2006",0.88
"Djibouti","BCG","2007",0.9
"Djibouti","BCG","2008",0.9
"Djibouti","BCG","2009",0.9
"Djibouti","BCG","2010",0.9
"Djibouti","BCG","2011",0.89
"Djibouti","BCG","2012",0.87
"Djibouti","BCG","2013",0.86
"Djibouti","BCG","2014",1.
"Djibouti","BCG","2015",0.92
"Djibouti","BCG","2016",0.9
"Djibouti","BCG","2017",0.91
"Djibouti","BCG","2018",0.93
"Dominica","BCG","1980",0.65
"Dominica","BCG","1982",0.48
"Dominica","BCG","1983",0.99
"Dominica","BCG","1984",0.84
"Dominica","BCG","1985",0.9
"Dominica","BCG","1986",0.87
"Dominica","BCG","1987",0.98
"Dominica","BCG","1988",0.98
"Dominica","BCG","1989",0.99
"Dominica","BCG","1990",0.99
"Dominica","BCG","1991",0.99
"Dominica","BCG","1992",0.99
"Dominica","BCG","1993",0.99
"Dominica","BCG","1994",0.99
"Dominica","BCG","1995",0.99
"Dominica","BCG","1996",0.99
"Dominica","BCG","1997",0.99
"Dominica","BCG","1998",0.99
"Dominica","BCG","1999",0.99
"Dominica","BCG","2000",0.99
"Dominica","BCG","2001",0.99
"Dominica","BCG","2002",0.99
"Dominica","BCG","2003",0.99
"Dominica","BCG","2004",0.99
"Dominica","BCG","2005",0.98
"Dominica","BCG","2006",0.99
"Dominica","BCG","2007",0.9
"Dominica","BCG","2008",0.98
"Dominica","BCG","2009",0.99
"Dominica","BCG","2010",0.99
"Dominica","BCG","2011",0.99
"Dominica","BCG","2012",0.98
"Dominica","BCG","2013",0.97
"Dominica","BCG","2014",0.98
"Dominica","BCG","2015",0.99
"Dominica","BCG","2016",0.98
"Dominica","BCG","2017",0.97
"Dominica","BCG","2018",0.9500000000000001
"DominicanRepublic","BCG","1980",0.29
"DominicanRepublic","BCG","1981",0.34
"DominicanRepublic","BCG","1982",0.48
"DominicanRepublic","BCG","1983",0.41000000000000003
"DominicanRepublic","BCG","1984",0.43
"DominicanRepublic","BCG","1985",0.51
"DominicanRepublic","BCG","1986",0.92
"DominicanRepublic","BCG","1987",0.8
"DominicanRepublic","BCG","1988",0.43
"DominicanRepublic","BCG","1989",0.38
"DominicanRepublic","BCG","1990",0.68
"DominicanRepublic","BCG","1991",0.45
"DominicanRepublic","BCG","1992",0.75
"DominicanRepublic","BCG","1993",0.86
"DominicanRepublic","BCG","1994",0.6900000000000001
"DominicanRepublic","BCG","1995",0.76
"DominicanRepublic","BCG","1996",0.79
"DominicanRepublic","BCG","1997",0.88
"DominicanRepublic","BCG","1998",0.86
"DominicanRepublic","BCG","1999",0.99
"DominicanRepublic","BCG","2000",0.9
"DominicanRepublic","BCG","2001",0.98
"DominicanRepublic","BCG","2002",0.99
"DominicanRepublic","BCG","2003",0.9500000000000001
"DominicanRepublic","BCG","2004",0.97
"DominicanRepublic","BCG","2005",0.99
"DominicanRepublic","BCG","2006",0.9500000000000001
"DominicanRepublic","BCG","2007",0.92
"DominicanRepublic","BCG","2008",0.92
"DominicanRepublic","BCG","2009",0.96
"DominicanRepublic","BCG","2010",0.98
"DominicanRepublic","BCG","2011",0.99
"DominicanRepublic","BCG","2012",0.99
"DominicanRepublic","BCG","2013",0.99
"DominicanRepublic","BCG","2014",0.99
"DominicanRepublic","BCG","2015",0.99
"DominicanRepublic","BCG","2016",0.99
"DominicanRepublic","BCG","2017",0.99
"DominicanRepublic","BCG","2018",0.99
"Ecuador","BCG","1980",0.75
"Ecuador","BCG","1981",0.8200000000000001
"Ecuador","BCG","1982",0.99
